LSOA code,local authority name,local authority code,All households,One person Aged 66+,One person Aged up to 65,Family: all aged 66+,Married or civil partnership couple: No children,Married or civil partnership couple: Dependent children,Married or civil partnership couple: non-dependent children,Cohabiting couple: No children,Cohabiting couple: Dependent children,Cohabiting couple: Non-dependent children,Lone parent: dependent children,Lone parent: non-dependent children,Other with dependent children,All other types,
E01002980,Kingston upon Thames,E09000021,479,58,24,69,48,109,72,7,10,2,5,18,27,30,
E01002981,Kingston upon Thames,E09000021,524,59,35,47,54,117,75,8,5,0,15,25,35,49,
E01002982,Kingston upon Thames,E09000021,516,72,38,66,52,114,55,7,9,5,15,28,24,31,
E01002983,Kingston upon Thames,E09000021,586,70,22,82,70,158,72,13,20,2,8,18,17,34,
E01002984,Kingston upon Thames,E09000021,589,104,101,53,40,106,40,16,15,1,32,18,23,40,
E01002985,Kingston upon Thames,E09000021,595,61,64,28,51,156,53,16,18,4,43,21,28,52,
E01002986,Kingston upon Thames,E09000021,478,58,45,49,41,107,42,13,9,3,24,25,26,36,
E01002987,Kingston upon Thames,E09000021,951,126,280,18,74,80,9,175,22,0,42,15,8,102,
E01002988,Kingston upon Thames,E09000021,627,46,187,25,44,97,19,100,16,0,35,17,6,35,
E01002989,Kingston upon Thames,E09000021,927,62,267,22,107,152,31,162,28,1,27,23,6,39,
E01002990,Kingston upon Thames,E09000021,889,87,276,35,87,102,11,155,27,0,22,16,9,62,
E01002991,Kingston upon Thames,E09000021,679,59,144,31,74,129,31,86,11,1,28,16,18,51,
E01002992,Kingston upon Thames,E09000021,494,52,117,12,51,80,26,35,15,2,15,20,19,50,
E01002993,Kingston upon Thames,E09000021,815,81,259,26,65,100,8,132,27,0,34,15,11,57,
E01002994,Kingston upon Thames,E09000021,600,53,107,57,60,131,35,51,29,0,24,18,5,30,
E01002995,Kingston upon Thames,E09000021,636,67,116,54,64,126,38,63,12,3,24,19,12,38,
E01002996,Kingston upon Thames,E09000021,592,45,85,33,54,141,37,58,32,4,34,18,15,36,
E01002997,Kingston upon Thames,E09000021,605,44,100,45,79,154,43,46,17,2,25,7,10,33,
E01002998,Kingston upon Thames,E09000021,598,50,86,33,29,157,23,39,35,3,58,27,20,38,
E01002999,Kingston upon Thames,E09000021,772,64,236,6,53,96,9,122,22,1,68,20,13,62,
E01003000,Kingston upon Thames,E09000021,673,52,86,43,64,157,47,38,31,8,38,36,33,40,
E01003001,Kingston upon Thames,E09000021,636,63,46,53,53,150,76,13,25,6,25,43,44,39,
E01003002,Kingston upon Thames,E09000021,797,102,138,36,62,145,27,62,36,3,74,42,19,51,
E01003003,Kingston upon Thames,E09000021,657,65,90,37,54,139,36,36,24,7,46,30,28,65,
E01003004,Kingston upon Thames,E09000021,607,65,73,46,49,142,39,40,24,8,33,26,25,37,
E01003005,Kingston upon Thames,E09000021,582,57,54,54,62,130,46,27,27,3,35,33,22,32,
E01003006,Kingston upon Thames,E09000021,597,76,83,59,61,159,44,20,7,3,24,23,11,27,
E01003007,Kingston upon Thames,E09000021,559,59,28,49,49,199,54,14,10,4,35,16,16,26,
E01003008,Kingston upon Thames,E09000021,508,67,24,41,53,182,46,8,15,2,22,15,18,15,
E01003009,Kingston upon Thames,E09000021,772,95,88,55,68,211,43,32,28,4,60,37,23,28,
E01003010,Kingston upon Thames,E09000021,530,50,56,46,61,160,45,15,11,4,25,21,17,19,
E01003011,Kingston upon Thames,E09000021,700,95,96,62,75,173,41,43,11,2,37,20,15,30,
E01033569,Kingston upon Thames,E09000021,806,40,211,27,92,151,20,84,24,5,52,23,18,59,
E01034576,Kingston upon Thames,E09000021,589,34,159,31,70,115,15,65,14,0,35,9,7,35,
E01034577,Kingston upon Thames,E09000021,628,26,180,6,67,107,10,65,19,0,68,23,12,45,
E01003013,Lambeth,E09000022,724,26,269,20,55,32,6,97,4,0,16,7,26,166,
E01003014,Lambeth,E09000022,639,96,148,28,29,57,14,42,16,4,50,36,15,104,
E01003015,Lambeth,E09000022,806,87,235,13,41,55,29,72,12,6,62,72,28,94,
E01003016,Lambeth,E09000022,421,33,128,13,33,22,13,37,5,5,17,34,18,63,
E01003017,Lambeth,E09000022,763,95,223,27,80,38,24,52,15,3,42,39,19,106,
E01003018,Lambeth,E09000022,932,39,251,17,49,56,13,151,20,3,24,30,20,259,
E01003019,Lambeth,E09000022,895,50,190,15,55,52,9,144,18,3,46,38,11,264,
E01003020,Lambeth,E09000022,829,45,228,9,51,57,19,104,15,2,81,37,15,166,
E01003021,Lambeth,E09000022,639,55,169,19,31,48,18,46,18,2,53,50,18,112,
E01003022,Lambeth,E09000022,738,50,201,12,41,68,12,87,18,3,43,31,12,160,
E01003023,Lambeth,E09000022,1106,54,272,6,66,93,20,112,20,3,100,39,38,283,
E01003024,Lambeth,E09000022,776,48,192,2,43,65,20,49,12,8,122,52,22,141,
E01003025,Lambeth,E09000022,855,59,176,11,53,87,35,100,22,4,96,58,27,127,
E01003026,Lambeth,E09000022,623,44,135,15,39,62,19,93,6,0,14,21,34,141,
E01003027,Lambeth,E09000022,519,22,95,34,46,126,22,48,9,2,4,15,12,84,
E01003028,Lambeth,E09000022,599,38,107,17,44,101,19,67,19,1,33,19,11,123,
E01003029,Lambeth,E09000022,893,64,267,18,55,58,18,118,14,0,45,20,13,203,
E01003030,Lambeth,E09000022,742,42,157,8,61,72,14,121,10,2,24,17,12,202,
E01003031,Lambeth,E09000022,708,47,179,5,33,49,8,71,13,2,70,28,9,194,
E01003032,Lambeth,E09000022,816,99,208,17,47,46,21,81,15,1,55,48,25,153,
E01003033,Lambeth,E09000022,588,36,78,24,43,101,33,58,16,4,37,26,25,107,
E01003034,Lambeth,E09000022,705,50,159,10,43,82,11,76,18,1,54,43,20,138,
E01003035,Lambeth,E09000022,764,53,192,9,36,47,8,101,14,2,27,25,17,233,
E01003036,Lambeth,E09000022,759,59,169,9,38,60,22,94,14,2,39,38,11,204,
E01003037,Lambeth,E09000022,603,51,144,6,37,46,19,53,14,6,64,56,15,92,
E01003038,Lambeth,E09000022,766,52,169,46,55,77,15,116,8,1,28,22,12,165,
E01003039,Lambeth,E09000022,960,52,265,29,88,95,17,141,17,6,34,26,12,178,
E01003040,Lambeth,E09000022,596,44,170,20,51,58,10,82,9,3,24,19,9,97,
E01003041,Lambeth,E09000022,673,48,197,5,25,50,11,54,5,5,70,65,11,127,
E01003042,Lambeth,E09000022,504,41,131,8,30,35,9,38,12,2,31,30,8,129,
E01003043,Lambeth,E09000022,677,63,143,5,46,71,13,62,14,1,39,29,31,160,
E01003044,Lambeth,E09000022,686,43,259,9,22,47,12,40,18,1,100,55,11,69,
E01003045,Lambeth,E09000022,704,61,174,9,20,41,37,29,8,10,118,74,48,75,
E01003046,Lambeth,E09000022,749,39,229,2,46,49,19,35,17,3,114,59,24,113,
E01003047,Lambeth,E09000022,815,56,233,7,31,41,12,81,12,4,72,49,15,202,
E01003048,Lambeth,E09000022,740,46,206,7,19,91,26,19,22,7,118,69,33,77,
E01003049,Lambeth,E09000022,761,49,209,3,31,55,21,80,24,5,86,55,25,118,
E01003050,Lambeth,E09000022,750,65,211,3,50,28,13,70,10,2,52,25,7,214,
E01003051,Lambeth,E09000022,882,34,217,2,58,48,15,123,8,2,69,65,32,209,
E01003052,Lambeth,E09000022,795,65,193,6,23,51,41,31,14,6,84,102,79,100,
E01003053,Lambeth,E09000022,741,31,183,4,38,37,17,133,11,1,22,39,6,219,
E01003054,Lambeth,E09000022,1009,28,256,10,42,32,9,163,9,3,38,30,8,381,
E01003055,Lambeth,E09000022,828,100,279,8,50,23,10,98,13,2,41,26,18,160,
E01003056,Lambeth,E09000022,757,29,194,3,32,25,15,96,10,2,33,42,9,267,
E01003057,Lambeth,E09000022,730,41,204,6,32,40,15,65,14,1,74,47,21,170,
E01003058,Lambeth,E09000022,861,50,182,5,43,43,9,126,12,1,47,43,14,286,
E01003059,Lambeth,E09000022,876,58,236,6,42,49,40,93,25,6,84,50,49,138,
E01003060,Lambeth,E09000022,690,36,158,5,30,57,28,40,11,6,82,78,29,130,
E01003061,Lambeth,E09000022,650,56,217,6,33,24,16,80,8,5,33,34,16,122,
E01003062,Lambeth,E09000022,862,56,225,12,62,84,23,176,27,2,70,43,21,61,
E01003063,Lambeth,E09000022,603,42,203,6,27,49,24,45,17,2,65,48,29,46,
E01003064,Lambeth,E09000022,627,36,131,21,48,120,21,88,24,1,58,23,9,47,
E01003065,Lambeth,E09000022,683,75,171,7,56,81,11,30,27,3,121,43,28,30,
E01003066,Lambeth,E09000022,807,58,180,15,34,82,18,67,44,5,103,64,28,109,
E01003067,Lambeth,E09000022,631,54,120,23,36,120,21,51,35,2,65,39,17,48,
E01003068,Lambeth,E09000022,648,62,127,11,37,93,18,62,25,2,92,51,19,49,
E01003069,Lambeth,E09000022,521,37,81,16,38,75,26,33,37,4,73,50,19,32,
E01003070,Lambeth,E09000022,664,51,176,19,32,55,22,49,24,4,82,59,37,54,
E01003071,Lambeth,E09000022,1006,47,252,17,69,122,27,148,32,5,52,47,14,174,
E01003072,Lambeth,E09000022,703,85,114,45,51,130,44,58,11,6,28,25,21,85,
E01003073,Lambeth,E09000022,657,49,154,16,35,70,23,53,15,3,70,49,33,87,
E01003074,Lambeth,E09000022,1093,75,309,11,57,94,31,185,37,9,66,45,22,152,
E01003075,Lambeth,E09000022,667,51,157,5,18,60,34,41,20,5,104,61,41,70,
E01003076,Lambeth,E09000022,970,25,220,4,60,83,19,141,38,3,69,42,67,199,
E01003077,Lambeth,E09000022,791,31,176,8,42,58,20,101,26,8,50,44,30,197,
E01003078,Lambeth,E09000022,623,70,78,26,60,117,41,44,23,7,36,24,25,72,
E01003079,Lambeth,E09000022,736,44,215,12,37,81,22,60,26,5,91,34,28,81,
E01003080,Lambeth,E09000022,671,44,138,12,39,110,23,65,32,4,68,37,24,75,
E01003081,Lambeth,E09000022,827,43,244,7,46,106,27,91,33,6,77,38,28,81,
E01003082,Lambeth,E09000022,633,61,188,24,37,67,21,38,17,4,73,39,17,47,
E01003083,Lambeth,E09000022,573,73,83,23,50,97,22,36,26,4,42,28,38,51,
E01003084,Lambeth,E09000022,641,50,139,19,51,108,20,75,26,5,41,38,12,57,
E01003085,Lambeth,E09000022,696,95,100,33,58,130,37,33,42,9,47,38,30,44,
E01003086,Lambeth,E09000022,617,36,153,15,25,70,27,34,30,13,67,75,24,48,
E01003087,Lambeth,E09000022,598,37,106,7,26,66,18,18,23,8,121,87,37,44,
E01003088,Lambeth,E09000022,661,43,132,4,34,52,16,63,17,4,73,44,20,159,
E01003089,Lambeth,E09000022,735,22,153,7,41,62,19,59,13,8,98,62,31,160,
E01003090,Lambeth,E09000022,1099,49,288,8,58,53,18,173,8,6,45,55,33,305,
E01003091,Lambeth,E09000022,675,42,139,8,24,45,25,48,14,4,78,40,27,181,
E01003092,Lambeth,E09000022,939,23,288,3,35,74,20,76,21,3,116,54,39,187,
E01003093,Lambeth,E09000022,945,65,215,10,40,72,22,56,31,6,156,114,34,124,
E01003094,Lambeth,E09000022,654,52,163,14,21,39,17,55,9,2,36,61,23,162,
E01003095,Lambeth,E09000022,688,33,143,18,47,76,32,99,11,0,26,43,17,143,
E01003096,Lambeth,E09000022,855,53,217,13,64,39,10,124,15,1,18,27,13,261,
E01003097,Lambeth,E09000022,682,93,145,19,34,43,25,42,12,6,68,58,17,120,
E01003098,Lambeth,E09000022,645,66,151,16,47,57,18,66,10,0,52,39,15,108,
E01003099,Lambeth,E09000022,765,83,187,9,38,60,27,77,13,2,71,43,17,138,
E01003100,Lambeth,E09000022,890,21,220,5,53,38,4,135,12,0,27,21,21,333,
E01003101,Lambeth,E09000022,638,34,156,10,31,34,17,66,14,3,78,56,19,120,
E01003102,Lambeth,E09000022,794,47,286,7,58,34,10,78,12,4,31,32,14,181,
E01003104,Lambeth,E09000022,867,81,275,7,37,38,13,102,30,0,75,28,14,167,
E01003105,Lambeth,E09000022,747,98,175,17,44,51,21,46,13,6,83,51,30,112,
E01003106,Lambeth,E09000022,966,80,259,27,78,77,24,82,14,1,112,56,25,131,
E01003107,Lambeth,E09000022,891,69,229,16,91,47,19,126,15,4,47,37,16,175,
E01003108,Lambeth,E09000022,713,78,194,9,33,61,23,49,11,6,88,51,31,79,
E01003110,Lambeth,E09000022,928,94,223,30,86,73,21,107,15,3,49,44,26,157,
E01003111,Lambeth,E09000022,798,88,215,14,40,72,23,24,14,2,119,77,34,76,
E01003112,Lambeth,E09000022,814,61,259,10,45,66,19,53,16,4,103,46,25,107,
E01003113,Lambeth,E09000022,753,38,166,11,53,69,17,108,35,6,59,23,27,141,
E01003114,Lambeth,E09000022,997,40,259,7,82,125,17,141,35,1,62,26,21,181,
E01003115,Lambeth,E09000022,671,43,153,10,38,83,30,76,25,3,70,24,23,93,
E01003116,Lambeth,E09000022,641,49,110,40,31,111,42,45,24,2,41,33,49,64,
E01003117,Lambeth,E09000022,816,64,218,19,70,77,10,82,17,0,68,23,20,148,
E01003118,Lambeth,E09000022,696,70,105,21,44,143,26,53,19,1,69,25,32,88,
E01003119,Lambeth,E09000022,851,41,212,10,47,118,16,128,19,3,69,18,28,142,
E01003120,Lambeth,E09000022,1124,60,376,6,66,93,22,137,30,0,99,36,25,174,
E01003121,Lambeth,E09000022,635,51,140,8,22,53,38,20,16,11,113,72,15,76,
E01003122,Lambeth,E09000022,898,58,250,5,78,55,17,136,14,6,62,41,15,161,
E01003123,Lambeth,E09000022,695,41,179,17,42,57,20,71,15,5,35,46,22,145,
E01003124,Lambeth,E09000022,607,32,185,20,40,31,20,38,11,4,64,43,15,104,
E01003125,Lambeth,E09000022,694,51,179,9,25,59,30,23,20,7,101,75,36,79,
E01003126,Lambeth,E09000022,715,44,180,6,34,39,32,81,15,5,69,55,33,122,
E01003127,Lambeth,E09000022,798,52,171,15,59,79,26,69,14,5,64,33,52,159,
E01003128,Lambeth,E09000022,717,43,217,7,22,53,22,54,20,9,84,48,34,104,
E01003129,Lambeth,E09000022,792,40,222,13,61,50,20,93,13,6,52,51,20,151,
E01003130,Lambeth,E09000022,783,55,186,22,55,93,24,74,22,3,53,39,35,122,
E01003131,Lambeth,E09000022,944,44,249,22,63,108,27,142,23,5,51,33,15,162,
E01003132,Lambeth,E09000022,540,44,110,6,34,44,23,32,22,3,69,52,33,68,
E01003133,Lambeth,E09000022,710,43,166,6,50,88,20,89,24,5,66,28,23,102,
E01003134,Lambeth,E09000022,623,43,108,17,36,90,27,68,27,2,50,40,15,100,
E01003135,Lambeth,E09000022,751,50,186,5,46,66,26,72,11,2,45,57,56,129,
E01003136,Lambeth,E09000022,753,40,223,13,42,61,22,73,20,7,66,37,24,125,
E01003137,Lambeth,E09000022,750,50,247,10,32,42,15,59,14,1,98,53,21,108,
E01003138,Lambeth,E09000022,644,35,139,10,57,96,13,113,20,2,23,9,13,114,
E01003139,Lambeth,E09000022,545,39,83,25,35,102,34,19,15,6,37,37,40,73,
E01003140,Lambeth,E09000022,490,51,60,24,30,85,34,19,9,4,29,31,53,61,
E01003141,Lambeth,E09000022,733,79,135,31,57,98,20,44,32,4,69,52,44,68,
E01003142,Lambeth,E09000022,449,48,45,25,19,72,28,15,16,6,31,37,45,62,
E01003143,Lambeth,E09000022,512,44,77,21,23,61,25,15,11,3,68,53,41,70,
E01003144,Lambeth,E09000022,524,42,71,31,40,105,54,33,16,5,14,24,21,68,
E01003145,Lambeth,E09000022,765,62,203,20,58,88,20,101,22,3,58,27,20,83,
E01003146,Lambeth,E09000022,554,35,91,12,26,72,37,30,14,2,45,51,43,96,
E01003147,Lambeth,E09000022,794,62,186,18,49,110,24,69,27,2,56,48,56,87,
E01003148,Lambeth,E09000022,759,46,152,14,73,115,17,88,29,3,62,35,24,101,
E01003149,Lambeth,E09000022,703,59,138,30,66,104,35,73,21,2,43,28,21,83,
E01003150,Lambeth,E09000022,841,79,205,11,54,75,17,79,26,3,82,45,32,133,
E01003151,Lambeth,E09000022,817,96,208,6,26,61,14,54,22,4,115,72,24,115,
E01003152,Lambeth,E09000022,761,48,134,34,60,107,23,79,28,2,44,34,45,123,
E01003153,Lambeth,E09000022,1022,48,272,13,94,61,13,161,36,1,35,28,20,240,
E01003154,Lambeth,E09000022,820,72,183,24,45,113,29,62,22,5,127,50,27,61,
E01003155,Lambeth,E09000022,741,59,148,19,61,119,28,81,32,4,37,36,19,98,
E01003156,Lambeth,E09000022,664,45,134,17,45,94,24,72,22,2,45,33,14,117,
E01003157,Lambeth,E09000022,573,34,73,15,34,137,19,57,33,1,39,22,14,95,
E01003158,Lambeth,E09000022,727,50,156,14,55,101,16,142,36,2,24,14,6,111,
E01003159,Lambeth,E09000022,836,57,255,10,44,51,24,85,15,3,43,55,24,170,
E01003160,Lambeth,E09000022,638,24,190,7,26,42,19,47,11,3,59,65,15,130,
E01003161,Lambeth,E09000022,531,54,70,15,38,72,7,61,14,4,31,19,16,130,
E01003162,Lambeth,E09000022,738,48,177,7,40,80,25,33,16,3,74,65,40,130,
E01003163,Lambeth,E09000022,599,49,94,30,35,95,26,50,15,4,42,40,17,102,
E01003164,Lambeth,E09000022,1007,58,256,12,66,94,20,122,23,6,103,86,26,135,
E01003165,Lambeth,E09000022,700,90,130,51,48,101,20,51,25,4,63,38,22,57,
E01003166,Lambeth,E09000022,1107,49,317,29,77,119,26,124,34,7,100,40,35,150,
E01003167,Lambeth,E09000022,685,63,92,43,56,170,44,53,36,5,38,30,11,44,
E01003168,Lambeth,E09000022,664,54,140,24,35,41,20,39,21,5,109,93,33,50,
E01003169,Lambeth,E09000022,1018,50,255,19,87,128,26,127,37,4,86,46,24,129,
E01003170,Lambeth,E09000022,764,144,106,35,41,176,42,59,26,3,26,25,23,58,
E01003171,Lambeth,E09000022,780,42,230,14,57,59,8,108,21,2,46,29,22,142,
E01003172,Lambeth,E09000022,777,51,197,7,39,89,13,75,19,3,97,54,20,113,
E01003173,Lambeth,E09000022,663,52,142,18,37,65,17,71,19,3,29,30,40,140,
E01003174,Lambeth,E09000022,828,42,206,2,47,60,35,36,27,6,147,80,49,91,
E01003175,Lambeth,E09000022,616,43,133,12,28,64,18,16,20,3,82,95,36,66,
E01003176,Lambeth,E09000022,767,63,156,7,30,65,19,32,22,4,102,76,45,146,
E01003177,Lambeth,E09000022,671,25,151,10,43,47,7,94,19,3,45,36,32,159,
E01003178,Lambeth,E09000022,650,38,140,11,46,67,12,97,19,3,20,33,9,155,
E01003179,Lambeth,E09000022,638,42,156,3,23,59,18,27,15,3,118,71,33,70,
E01003180,Lambeth,E09000022,657,34,181,12,34,61,24,59,18,4,39,53,25,113,
E01003181,Lambeth,E09000022,700,60,208,11,30,34,16,54,17,2,59,66,25,118,
E01003182,Lambeth,E09000022,749,51,194,5,49,63,23,77,21,3,80,45,37,101,
E01003183,Lambeth,E09000022,680,57,178,17,32,47,26,45,13,7,78,66,22,92,
E01003184,Lambeth,E09000022,598,31,141,7,20,47,19,50,21,5,95,58,17,87,
E01003185,Lambeth,E09000022,802,63,198,2,41,47,13,93,12,6,74,42,30,181,
E01003186,Lambeth,E09000022,1196,54,381,18,81,62,27,168,15,4,79,38,17,252,
E01003187,Lambeth,E09000022,993,51,273,4,53,89,21,151,30,6,86,62,28,139,
E01003188,Lambeth,E09000022,550,49,147,8,17,29,25,46,16,3,57,62,20,71,
E01032582,Lambeth,E09000022,1168,73,431,18,64,57,23,109,11,3,71,57,24,227,
E01033208,Lambeth,E09000022,958,22,435,10,90,62,5,106,11,2,52,22,4,137,
E01033862,Lambeth,E09000022,738,40,343,4,71,31,6,94,4,2,22,15,11,95,
E01033863,Lambeth,E09000022,601,57,186,2,18,34,14,41,14,5,60,53,13,104,
E01033864,Lambeth,E09000022,496,98,123,18,19,37,12,25,3,4,40,38,16,63,
E01033865,Lambeth,E09000022,592,12,241,8,41,28,5,91,7,0,19,11,8,121,
E01033866,Lambeth,E09000022,623,4,248,3,82,28,2,84,3,0,22,12,4,131,
E01003189,Lewisham,E09000023,656,59,138,12,27,87,40,35,21,7,81,59,53,37,
E01003190,Lewisham,E09000023,957,57,217,8,46,105,30,38,37,9,195,88,50,77,
E01003191,Lewisham,E09000023,709,70,172,10,46,86,29,23,26,9,102,64,27,45,
E01003192,Lewisham,E09000023,746,63,238,9,28,68,23,23,36,5,104,63,46,40,
E01003193,Lewisham,E09000023,689,72,106,32,37,128,40,31,32,4,69,63,28,47,
E01003194,Lewisham,E09000023,724,87,155,22,52,79,29,40,15,4,89,57,41,54,
E01003195,Lewisham,E09000023,626,67,112,23,50,91,31,43,37,4,59,55,18,36,
E01003196,Lewisham,E09000023,661,74,148,16,44,79,36,23,15,10,80,52,49,35,
E01003197,Lewisham,E09000023,646,66,152,15,42,56,46,19,24,7,85,54,38,42,
E01003198,Lewisham,E09000023,633,63,132,30,43,106,22,55,16,5,51,34,18,58,
E01003199,Lewisham,E09000023,905,65,218,32,110,134,21,120,30,4,53,44,13,61,
E01003200,Lewisham,E09000023,693,59,178,30,64,83,28,112,29,1,22,21,16,50,
E01003201,Lewisham,E09000023,692,47,174,15,44,81,30,63,22,4,59,64,16,73,
E01003202,Lewisham,E09000023,751,117,149,59,75,99,23,67,15,0,31,26,14,76,
E01003203,Lewisham,E09000023,968,74,365,17,51,81,24,85,39,4,91,46,28,63,
E01003204,Lewisham,E09000023,731,48,199,8,72,55,11,99,25,4,92,30,10,78,
E01003205,Lewisham,E09000023,579,41,118,12,52,62,15,56,25,2,74,53,22,47,
E01003206,Lewisham,E09000023,637,35,141,39,68,88,18,118,16,1,32,25,13,43,
E01003207,Lewisham,E09000023,1004,72,285,16,53,70,23,79,24,5,99,77,33,168,
E01003209,Lewisham,E09000023,714,39,162,8,64,60,18,62,24,6,95,47,23,106,
E01003210,Lewisham,E09000023,809,35,253,12,69,90,16,109,22,3,48,22,33,97,
E01003211,Lewisham,E09000023,701,29,192,5,46,67,17,134,28,0,44,30,19,90,
E01003212,Lewisham,E09000023,829,80,151,18,43,89,26,121,35,4,54,47,28,133,
E01003213,Lewisham,E09000023,788,46,181,15,55,113,14,132,31,2,66,29,16,88,
E01003214,Lewisham,E09000023,768,43,203,14,42,85,28,91,23,5,78,38,18,100,
E01003215,Lewisham,E09000023,637,38,171,10,31,53,18,76,16,2,49,22,35,116,
E01003216,Lewisham,E09000023,626,25,132,27,48,94,36,40,27,5,52,37,31,72,
E01003217,Lewisham,E09000023,656,53,97,33,52,126,42,30,28,4,45,44,51,51,
E01003218,Lewisham,E09000023,543,46,69,35,41,117,33,22,25,7,44,41,27,36,
E01003219,Lewisham,E09000023,662,114,88,32,49,112,62,16,18,8,47,47,25,44,
E01003220,Lewisham,E09000023,598,47,134,12,35,87,24,41,18,3,48,41,36,72,
E01003221,Lewisham,E09000023,767,50,183,29,35,104,37,42,53,2,67,45,55,65,
E01003222,Lewisham,E09000023,621,47,129,25,36,101,37,26,13,7,55,48,29,68,
E01003223,Lewisham,E09000023,605,51,82,61,40,84,67,23,12,8,32,37,33,75,
E01003224,Lewisham,E09000023,639,48,108,25,45,123,41,30,34,7,50,44,33,51,
E01003225,Lewisham,E09000023,584,49,67,28,51,161,27,38,36,4,25,36,20,42,
E01003226,Lewisham,E09000023,707,39,126,29,50,119,26,69,48,2,39,31,30,99,
E01003227,Lewisham,E09000023,655,65,119,23,51,137,37,57,40,7,24,28,12,55,
E01003228,Lewisham,E09000023,669,45,118,21,63,130,7,93,32,6,38,32,14,70,
E01003229,Lewisham,E09000023,777,74,210,20,51,71,17,65,29,4,104,54,20,58,
E01003230,Lewisham,E09000023,874,58,237,20,55,107,22,70,50,5,102,57,24,67,
E01003231,Lewisham,E09000023,659,53,145,17,39,85,17,67,40,1,47,30,20,98,
E01003232,Lewisham,E09000023,620,58,73,32,49,137,34,49,37,5,23,29,30,64,
E01003233,Lewisham,E09000023,658,50,92,21,60,122,22,54,31,4,63,40,34,65,
E01003235,Lewisham,E09000023,524,42,82,31,42,80,43,22,23,4,45,44,32,34,
E01003236,Lewisham,E09000023,644,52,95,21,44,91,28,33,27,8,91,75,38,41,
E01003237,Lewisham,E09000023,603,46,100,13,34,107,39,27,29,10,74,64,28,32,
E01003238,Lewisham,E09000023,563,37,109,19,25,95,19,19,27,9,99,58,24,23,
E01003239,Lewisham,E09000023,568,43,88,16,29,95,38,11,24,2,89,54,40,39,
E01003240,Lewisham,E09000023,717,62,115,24,32,103,33,34,38,11,100,70,54,41,
E01003241,Lewisham,E09000023,687,164,109,32,38,74,40,17,17,8,41,69,34,44,
E01003243,Lewisham,E09000023,595,70,106,18,38,75,39,28,22,5,76,45,31,42,
E01003244,Lewisham,E09000023,734,26,173,4,34,90,24,45,30,5,117,55,27,104,
E01003245,Lewisham,E09000023,644,26,127,5,24,117,33,21,20,4,115,58,35,59,
E01003246,Lewisham,E09000023,1011,23,268,8,66,66,39,169,25,7,117,54,32,137,
E01003247,Lewisham,E09000023,867,37,225,12,75,60,27,131,18,3,34,50,34,161,
E01003248,Lewisham,E09000023,685,29,194,3,37,50,21,49,28,27,103,36,30,78,
E01003249,Lewisham,E09000023,854,48,217,9,67,89,28,68,20,8,86,63,32,119,
E01003251,Lewisham,E09000023,640,37,143,13,19,70,24,22,18,8,123,56,25,82,
E01003252,Lewisham,E09000023,602,52,137,9,18,50,23,18,16,4,111,80,42,42,
E01003253,Lewisham,E09000023,651,63,185,10,35,54,17,66,17,2,57,41,19,85,
E01003254,Lewisham,E09000023,617,69,107,40,65,97,29,57,28,1,44,16,21,43,
E01003255,Lewisham,E09000023,996,51,310,16,84,88,11,165,45,5,77,35,13,96,
E01003256,Lewisham,E09000023,938,75,246,29,42,128,27,95,29,6,99,67,23,72,
E01003257,Lewisham,E09000023,632,51,121,33,39,98,28,45,29,2,58,48,21,59,
E01003258,Lewisham,E09000023,590,28,118,9,32,63,33,32,20,6,115,59,27,48,
E01003259,Lewisham,E09000023,762,53,191,24,56,120,14,75,40,3,65,30,28,63,
E01003260,Lewisham,E09000023,638,41,114,35,51,136,38,45,29,3,36,35,21,54,
